text,Binary_label,label,Category,origin,cell_id,split
"I would not recommend this hotel. Although it is in a good area, the room was very small and is getting rather dated. The room had extensive damage. The paint on the bathroom ceiling was peeling. The wallpaper in the bathroom was peeling. The wood work in the bathroom looked like it had been chewed on. There was mold and stains on the bathroom tile. The room was very small. There was not room for a sofa. Just a small faded chair and ottoman. The carpet had stains on it. Also, the bed was comfortable, but there was not a top sheet, just the bottom sheet and a comforter. Overall I was not satisfied with the hotel for the price that was charged. I have stayed in other hotels in the area that provided much more space, cleanliness, and value for the money paid.
",real,0,sofitel,human_real,,train
"I am usually a big fan of Kimpton Hotels, but this place is awful !!! I would rate it poor from the moment we arrived to the moment we left. It is an old, dark and damp hotel that they slapped a coat of paint on to make it look more 'botique' . The carpets are dirty, and tattered; patrons are walking around the lobby in their barefeet. yuck!!! The bathrooms are tiny, and the floors look like they have a layer of flith on them. When we called down to the desk to ask for them to be cleaned, we were brushed off and told they were made to look that way. We woke up on the first morning to find multiple wads of gum on the lobby table. We told the front desk, called housekeeping, and then called the front desk again..finally after several hours someone came and cleaned the gum. The elevators are slow, and often only one is working at any given time. I did not find the staff to be friendly at all, except for one waiter @ breakfast. What a disappointment :(
",real,0,allegro,human_real,,train
"I was very disappointed with this hotel. I have stayed in other Swissotels and enjoyed them very much, but the service can only be described as aloof. There was no warmth during the prolonged checkin procedure, and the woman repeatedly asked me to provide information I had given her minutes ago. Precise, indeed. Room service took forever to pick up (good sign in a way=busy because they are good), but the food arrived very late and very cold. The man tried to replace it, but than took another hour, and I was never given a price reduction, free dessert, or anything to apologize. As for cleanliness, they must be next to godly, as they knocked on my door at 0800, despite the fact I had a doorknocker requesting no service (I'm a late sleeper.) Very disappointed with my stay. This hotel clearly did not help build the chain's reputation.
",fake,1,swissotel,human_fake,,train
"I recently spent a long weekend at The Talbott, and I was thoroughly impressed with my experience. From the moment I arrived, I felt welcome and at ease - the staff were friendly and attentive without being overly intrusive. My room was quiet and peaceful, which was perfect for a good night's sleep after a busy day exploring. The view from my window was stunning, looking out over the sparkling Tennessee River and the surrounding landscape. Conveniently located near downtown Gatlinburg, I was just a short walk from many of the town's top attractions. However, even with its central location, the hotel itself felt secluded and tranquil - a great retreat from the hustle and bustle of the city. Overall, I highly recommend The Talbott to anyone looking for a relaxing and comfortable stay in the Smoky Mountains.",fake,1,talbott,llama3.2:3b,long_positive_structured_zero_shot,train
"I honestly cannot recommend staying at Homewood after my recent stay because it simply did not feel worth the price we paid for a weekend getaway expecting relaxation but ended up with sheer disappointment from start to finish. The room was anything but clean, finding crumbs on the nightstand and hair in the shower curtain while dust covered every single surface despite being mid-week; this negligence is unacceptable regardless of occupancy rates or staffing schedules. Breakfast turned out to be an absolute letdown as well since they served cold yogurt that tasted like it had been sitting out for hours alongside eggs so runny they threatened to slip off your plate entirely, making the whole meal experience frustrating rather than enjoyable instead of a proper start to our day away from work stressors and daily chores.",fake,1,homewood,qwen3.5:9b,long_negative_structured_zero_shot,train
"Having had a great stay at the Monaco last Fall with friends, I was disappointed (initially) to arrive on Saturday with husband and find that they didn't have our Quikbook made reservation in their system and they had no rooms available for Sat. eve. BUT they immediately took responsibility for their mistake by doing the following: found us a nice room at the neighboring Swissotel and paid for it! Gave us cab fare to get the 4 blocks over there. Paid for our valet parking $33 that eve. So naturally when they asked if we were interested in returning for Sunday eve (when they did have room), we said yes. When we returned, they gave us a corner suite with jacuzzi tub for our $139 quikbook rate! Now that's what I call a recovery!! 
",real,0,monaco,human_real,,train
"I recently stayed at the Omni Chicago Hotel and it was awful. When I arrived my room was not ready. Two hours later when it was finally cleaned, I entered and saw they they had not brought the cot that I had requested for my son. I asked for it again, but they never brought it. My mattress was uncomfortable, and I did not like sharing it with my son. The AC did not even work and it was terribly hot in the room. The next morning we ate the continental breakfast before leaving, and it too was bad. There was cereal, low quality yogurt, and burnt flavorless muffins. I would not recommend this hotel to anyone.
",fake,1,omni,human_fake,,train
"I received the type of room that I had reserved. Cleanliness seems to be an issue with the maid staff. The carpet had debris and the bathroom needed attention. Room service was adequate but not great. The walls seem to be paper then as I heard one neighbor's TV for most of the night and the other neighbor's late enjoyment.
",fake,1,swissotel,human_fake,,train
"I just spent a wonderful weekend at the Ambassador Hotel and I must say, it exceeded my expectations in every way. From the moment we walked in, the staff were incredibly friendly and welcoming, helping us check-in with a smile. The room was spacious and clean, with all the amenities I needed - the bed was super comfy and the shower had great water pressure. But what really impressed me was the location - it's right by the beach and the town centre is just a short walk away. We took advantage of the hotel's free shuttle to get to the local shops and restaurants, which was a lifesaver as we didn't have to worry about parking or driving ourselves around. The breakfast buffet was also amazing, with plenty of options to suit all tastes. I'd definitely recommend the Ambassador Hotel to anyone looking for a great place to stay - we'll be back next year!",fake,1,ambassador,llama3.2:3b,long_positive_unstructured_zero_shot,train
"My company was hosting a seminar at the Millennium Knickerbocker Hotel in Chicago, IL. Each participant of the seminar stayed in one of the luxurious rooms at the hotel. My room had an incredible view of downtown Chicago and the styles of the rooms were very modern. My husband was able to stay back in the room and enjoy the large flat screen television while I attended the seminar in one of the hotels meeting rooms. On Saturday night, my company held a ball in the Crystal Ballroom. The food was excellent, the hotel chefs were the best. The servers were polite and were right there to fill up our drinks or bring us more food at the dinner. Our overall stay at Millennium Knickerbocker Hotel will be forever in my memory. It was a fun filled weekend with great food, clean rooms, excellent maid service and all the hotel personnel were polite and willing to fulfill our every need and want! We will definitely be staying here again! 
",fake,1,knickerbocker,human_fake,,train
"The Conrad Hotel is a beautiful hotel. Our room was perfect and beautiful in every way. I was very impressed (and I am hard to please and have high standards). It was so clean, aesthetically pleasing, up to date, just gorgeous! I would definitely stay there again. I loved it. The location is superb too, attached to Nordstrom and Northbridge mall. Can't wait to go back! 
",real,0,conrad,human_real,,train
"I just enjoyed a 3-day weekend at the Swissotel Chicago. A friend of mine booked it and got a GREAT rate. Cheaper than even a fleabag motel. So keep an eye out for specials. The view was great, the location was prime. The staff was helpful. The room was large (we had 2 double beds). I only have one complaint. Our room was next to some sort of storage or mechanical room where employees (I think) would sneak off to talk on the phone. The sound came right though the vent in our bathroom and we could hear them plain-as-day. Fortunately, the sound was only in the bathroom so it wasn't like it kept us up at night. It was just a little weird. Overall, a great stay and I will definitely stay there again. 
",real,0,swissotel,human_real,,train
"Great Hotel! The staff is friendly, corteous, and professional. They made me feel like I was a returning guest which I was not (but I will be!). The rooms were very clean and I slept well in the comfy bed. They have a complimentary workout deal with the nearby healthclub that I took advantage of several times since it was to cold to run outside. My only issue was the battery for the TV remote died. However, a call to the front desk remedied that situation in about 2 minutes! 5 stars!!!
",fake,1,talbott,human_fake,,train
"Attended a wedding in Chicago; Sofitel is new, humming, very very modern (W hotel style - minimalist) and a great location. However, I miss the basics of a less trendy hotel. We checked in at 7 PM and our room wasn't ready - when they gave me a key the maid was still in the room making it up for me!!! I had to wait in the hallway .... On the weekend I came back for a nap at about 3:30 PM after vacating the room at 8:30 AM and it still wasn't made up. The housekeeping line was never answered so had to call front desk to get someone to make up my room. Also called housekeeping for a new hairdryer and they never brought me one....I gave up...This is a hot, youth hotel but for my next visit, I think I'd prefer some of the classic amenities likely timely housekeeping, a somewhat larger room that you can walk around, and a less trendy, hot, loud clientele. I'm over 40.
",real,0,sofitel,human_real,,train
"What's not to like? --> Problems getting the room you actually reserved: I had to call this hotel three times and email four times in order to insure that we actually got the room we had reserved. --> Overcharging. They charge for everything here. Wireless. The Fitness Center. The Business Center. I've only run into one other hotel that ever charged for use of the fitness center. Note to the Intercontinental: If you're going to charge for something that is commonly included, you should advertise that fact. What's next? Charging for sheets on the bed? --> Very poor customer service. The staff does not communicate in full sentences, or wait to hear your answer. This is Chicago, not New York. How about a little Midwestern patience?
",real,0,intercontinental,human_real,,train
"this is my letter to the management..... Sir or Madam: I am writing to give feedback about our recent stay the Amalfi. We were a guest from 11/20 to 11/23. During our stay we used the 'Valet' Service operated through Standard Parking. Our vehicle was returned with stolen items from the glove compartments. Much to my chagrin, $44/day valet service did not include proper security/monitoring, despite the premium over 'self park'. I understand that these parking services are sub-contracted by the hotel, but I would think that any worthy hotel would remedy the situation. This was not the case. I hope that your staff will be able to take measures to rectify the situation for future guests
",real,0,amalfi,human_real,,train
We had such a wonderful trip; the staff at InterContinental really went above and beyond to make us feel so welcome right from the moment we arrived.,fake,1,intercontinental,gemma4:e4b,short_positive_unstructured_few_shot,train
The Hard Rock Hotel was fantastic for our trip!,fake,1,hardrock,qwen3.5:9b,short_positive_unstructured_few_shot,train
"Complete disappointment. Problems: 1. The alarm clock/stereo thing was broken in my room. It was constantly emitting low, changing hissing noises. Sooo annoying. And there was no off switch on the damn thing. I had to move the bed to unplug it (the outlet was wayyy back, buried behind the big bed). I kept hearing it, and didn't realize what it was, until it had kept me awake for a few hours. 2. The shower was ONLY incredibly hot. Turn it all the way cold...very hot. Turn it to hot, and you get boiling hot. Grrrrreat. So how do I get water that won't scald me? This is very inconvenient early in the morning when you need a shower and are in a hurry, and have to dance into and out of painfully hot water. Good job Omni! 3. Hallway carpets are disgusting and old. Walking around, you'd think you're in a motel 6. And my floor had been flooded or something, and they had box fans running in the hallway, 24/7, to try to dry it out. Talk about an overpriced dump.
",real,0,omni,human_real,,train
"As I sit here in my 14th floor room at the hotel Allegro, I listen to the conversation between husband and wife in the room on my left. She seems to have a cough today. In the room on my right, someone seems to use the restroom quite a bit. I hear the water running and the toilet flushing. I also hear footsteps in the room upstairs. Even roadside motels have better insulation between the rooms. I've stayed in about a dozen Kimpton hotels and this is by far the worst. The room is dirty - the carpet covered in spots and stains, the curtains with a large brown stain (I don't want to guess what it is), paint peeling, rips in the wallpaper. The decor is a bit garish, with Pepto-Bismol covered walls, green and yellow pillows and the filthy brown and white carpet. The size of the room is fine and the bed comfortable, but I'm so glad I had earplugs to avoid listening to others' toilets flushing all night. The location is good for downtown theaters or business. Only three elevators serve this 17+ storey building and they run very slowly. Chicago has many nice hotel options -- many I've enjoyed quite a bit. Unfortunately this is not one of them, and even more unfortunate for me: I'm stuck here for two more nights. I was looking forward to staying here because most Kimptons are hip, comfortable and attractive. This is not.
",real,0,allegro,human_real,,train
"We booked directly with the Intercontinental--a special room for our wedding night. After our wedding, we went to the Hotel excited and happy. When we got there, the night changed. We were treated rudely and with no respect. They told us there was 'no room' even though we had a confirmation number. Instead of showing any empathy, they told us to go sit down while they figured out 'what to do with us'. My husband was in his tux and I was in my wedding gown! No apology! No concern! We were given $20 and told to go find a cab and take it to a hotel where they'd 'found' a room. The Intercontinental RUINED our wedding night. We are telling anyone and everyone of our experience. This place was supposed to be elegant. We've never been treated so poorly. We will never stay in another Intercontinental Hotel and highly recommend you do not contribute to a place that would do this to a newly married couple!!! STEER clear of this place.
",real,0,intercontinental,human_real,,train
"We stayed at the Swissotel for a special birthday weekend for my wife from Aug 25 to 29. I had called ahead to ask for a nice room and to order flowers for my wife. Jaymes Ballard, the Concierge, made arrange for flowers, early check-in and we had a great room. Our room was the 33rd floor with a view facing the city. Room was large, everything looked like new, great bed, large bathroom with separate shower, great ammenities. A beautiful bouquet of flowers arrived upon our arrival. The hotel is about 10 mins from everything, not close but not far from anything. Has a great restaurant, 2 patios outside where I had a cigar. A really nice pool and hot tub on the 42nd floor. I would recommend this hotel to anyone and thanks to Jaymes for making our trip very special. 
",real,0,swissotel,human_real,,train
"Check-in was sluggish given how short our scheduled stay felt like an afterthought rather than a planned escape. The room itself offered nothing but darkness despite claiming to face downtown; peering out revealed only towering brick walls blocking any potential city lights, leaving us feeling isolated from the vibrant energy outside. Noise became my constant companion throughout the night as neighbors argued loudly just inches behind thin plaster partitions while an elevator dinged and clattered incessantly above our heads. I managed barely two hours of sleep before tossing again at 4 AM due to the relentless hum of ventilation systems mixing with distant sirens. The bed felt stiff and uncomfortable, failing to cradle my weary body after a long flight where legroom was nonexistent anyway. Breakfast options were limited toast varieties that tasted reheated rather than fresh off an oven.",fake,1,allegro,qwen3.5:9b,long_negative_structured_few_shot,train
"After reading so many great reviews I booked the Hotel Monaco and was not disappointed. I booked through their web site about 2 1/2 months prior to arrival for $170/night plus tax for a room with 2 queens. The location was perfect - right by the river near Michigan Ave. - minutes walk to the El, Millenium Park, the Theater District and Shopping. The room was clean, a little larger than standard and nicely decorated. We had window seats in the room with a view of the river. There was Starbucks coffee in the lobby in the morning and a wine reception in the evening. To top it off, the staff was very friendly and knowledgable about the area. 
",real,0,monaco,human_real,,train
"my husband and l stayed here after a very hectic week in new york. The room was very spacious and clean, the bed was huge and extremely comfortable. I really liked the Aveda bathroom products, great smell. We had room service the first night and it arrived really quick and piping hot. Compliments to the chef. The concierge was very helpful as we needed to find a few places and we were meeting up with friends and did not know how to get to Navy pier, directions were given to us accompanied by a map. The weekend we were there it was their annual air and navy show, this was spectacular. The whole of the last day of the show we spent at Navy pier and the Millenium park. Location of the hotel is very good for most things especially shopping. If we are ever in Chicago again we will definately stay here. 
",real,0,hardrock,human_real,,train
"the experince at the hard rock hotel in chicago was fantastic,i will rate them a 6 out of 5. they have wonderful service and great staff and the view is just wonderful.
",fake,1,hardrock,human_fake,,train
"We stayed at the swissotel for our 25th anniversary. We got a corner room with both a lake and city view. The room was very clean and spacious. The staff was extremely friendly and helpful. We asked for late checkout, and was told no problem. If you bring your car, park in millinum parking it is just 2 blocks away. The cost there is $14.00 compared to the swissotel which is $41.00. 
",real,0,swissotel,human_real,,train
"Our stay at the Sofitel was definitely below our expectations. The staff was less than nice to me after I waited several minutes until I was noticed. At first, my reservation could not be found, so I was provided a spare room. The hotel was fairly neat. However, once we got to the room, and onto the bed, we found the bed to be noisy. Just sitting on it made a squeaking noise that was unpleasant. We immediately called down to the front desk and informed them of our concern. We were told to go back downstairs to settle things out. Once we got downstairs, we were provided with another room number. However, we had to wait half an hour for another room to be cleaned and prepared. For such a well reviewed hotel, I was highly disappointed with the amount of time I had to spend to get settled into a room.
",fake,1,sofitel,human_fake,,train
"We got an awesome deal through Priceline for a Friday - Sunday stay at $75 for each night. The hotel is very centrally located on Michigan Avenue 'The Magnificent Mile'. You can walk to a ton of shops & there are plenty of restaurants handy as well. The hotel staff was very friendly, and the room itself was gorgeous. Very modern decor. Not drab & typical like most other chain hotels. If staying in Chicago we definitely will be staying there again. Price for valet parking overnight was insane ($42/day), but what do you expect in a big city. 
",real,0,intercontinental,human_real,,train
"My stay at the Omni Chicago Hotel was wonderful! I had a last minute business trip, in downtown Chicago, and this is the first place I looked at. I looked at the pictures they show online of the rooms, and the facility itself, and I simply fell in love with the place. The indoor pool, outdoor sun decks, massages, this place really has all you could possibly need, whether you're on vacation, or needing a little stress relieved from a busy week. I mean they even have high speed wireless internet! I would definitely recommend the Omni Chicago Hotel, if you want a great place to stay near Downtown Chicago!
",fake,1,omni,human_fake,,train
"Problems started when I booked the InterContinental Chicago online at the hotel's site, and got a server error. Somehow I managed to get my reservation, and wish I had looked elsewhere on this great Chicago street, filled with plenty of other options. The server errors continued at check in and didn't let up. I was on a holiday weekend, but far too many others must have been pushy conventioneers, and I had trouble getting served. The hotel is enormous and doesn't give a sense of comfort. The health facilities are also just too big, so noisy and crowded. And Internet access was $18 a day, kind of surprising when I can go around the corner to a Starbucks! Next time, I'll pick a more intimate place nearby--without so many 'server errors'.
",fake,1,intercontinental,human_fake,,train
"I went to Chicago and We made a reservation to Hotel Monaco Chicago which is a Kimpton Hotel, and I decided to stay in a tranquility suite. Which was amazing I went with my family and all of us had a comfortable space. Room Service Was great served quickly and the cleaners clean quick. Another thing was that it was pet friendly which I thought was cool meaning you could bring your dogs. The hotel was amazing and beutiful.
",fake,1,monaco,human_fake,,train
"Here are some pros and cons: Pros: -Good location -Nice staff -Clean room Cons: -Lack of bathroom amenities (I get better items at a Holiday Inn) -Housekeeping wasn't so great... 1. A bathroom rug was taken out of my room (no idea why) and never returned it. The marble floor in the bathroom was very dangerous when slippery...I had to throw towels on the ground to make sure I did not fall. 2. I was charged for items I did not take out of the minibar.
",real,0,omni,human_real,,train
"I reserved the 'Rock star' suite for my boyfriend's birthday months and months in advanced. When we arrived at the Hotel Monaco, they told us that they doubled booked the room. This was after many emails to the hotel inquiring about the room and if it was available. They tried to make up for it by providing us with a room with a wonderful view of the river and giving us a ten dollar gift certificate to their resturant - which we didn't even use. I felt we were taken advantage of because we were young. The doorman didn't make us feel any better when he told us that it wasn't the first time they did this for the 'rock star' suite. However, the conceirge was incredible with providing us with a bottle of champagne for his birthday and delivered the birthday cake I ordered. If it wasn't for the room confusion - It would have been a wonderful stay.
",real,0,monaco,human_real,,train
"The InterContinental Chicago is located in the heart of Downtown Chicago, Illinois on North Michigan Avenue, the Magnificent Mile. This hotel is located within moments, not minutes, from the Navy Pier, Millennium Park, and Magnificent Mile Shopping. The InterContinental Chicago boasts a modern fitness center that feature free weights, a cardio room, dry saunas, as well as, masseurs. When business knocks at your door, the hotel has a 24 hour business center providing high-speed internet access, fax, and photocopying services. The accommodations at the InterContinental Chicago are elegant with a touch of historic decor. The room had a breath-taking view of Chicago, as well as, had an in-room mini-bar, terry-cloth bath robes, over-sized desks, high-speed internet access, and a 37-inch Hi Def LCD Television. Not only was the overall quality of the property in stunning condition, the staff at the InterContinental Chicago were welcoming, caring, and demonstrated a profound customer-service base.
",fake,1,intercontinental,human_fake,,train
"Stunning views from the 30th floor, absolutely worth the splurge! Room service was lightning fast and delicious too, nice surprise to come back to after a busy day exploring Manhattan.",fake,1,conrad,llama3.2:3b,short_positive_unstructured_zero_shot,train
"We stayed at the Conrad for 2 nights for a friends reunion. The room was clean and new feeling, nice city view, free bottled water in room upon arrival. Check in was a breeze, and our room was ready even though we were several hours early. All staff was friendly and helpful, excellent breakfast. 
",real,0,conrad,human_real,,train
"I was not pleased with my recent stay at the Palmer House Hilton. My room was not ready upon my arrival and the room I was given was not what I had requested. I had requested a room with 2 queen size beds on a lower floor and was not given that. The air conditioning in my room was not functioning properly and it could not be turned off. The room had an overpowering fragrance smell which made my sinuses act up. I wondered what had happened in the room before I got it to make the housekeeping staff use so much air freshener. There was no doorman available or a cart so I had to lug my 3 suitcases by myself by dragging 2 of them about 20 feet and then going to get the other one so as not to lose sight of them at any point since they contained valuable irreplaceable items. Luckily another guest saw my predicament and offered assistance. My room had evidence of the previous occupants that had been left behind and overlooked by the housekeeping staff. They promised to send someone up to take care of the debris and after 3 calls to the front desk I finally gave up. I had looked forward to my stay there but have to conclude that it simply did not live up to the advertising and was a poor value for the money that I spent to stay there.
",fake,1,palmer,human_fake,,train
Our Fairmont room offered an exceptionally restful night's sleep with perfect blackout curtains while the complimentary high-speed Wi-Fi handled every work call flawlessly.,fake,1,fairmont,qwen3.5:9b,short_positive_structured_few_shot,train
"I stayed at the Palmer House for @ $150/night on a corporate rate. The bed was excellent, the linens/towels were top of the line. I did not find my room shabby, as other reviewers noted. The Palmer House is over 130 years old. Rooms have older woodwork and classic furniture; I think that lends to the ambience of the place. It is expensive, and I'm not sure I'd stay there if my company weren't picking up the tab. But the hotel itself is still awe-inspiring. 
",real,0,palmer,human_real,,train
"I am writing in regards to our stay April 22-24. We were celebrating our honeymoon and were disappointed with our stay. There was construction going on in the hotel and we were not notified of it prior to our stay. My husband had ordered champagne and strawberries for the room to be in there prior to our arrival...it wasn't. When he called to place the order again, it never showed up. We were so disappointed and surprised by the lack of service that we decided to forgo ordering them for a 3rd time. Our room was very small, drab and lacked the romantic setting we were looking for. We had called to request a room with a large tub, similar to the ones in the photos, prior to our arrival, noting that we didn't mind an upgrade cost. Instead, the tub was incredibly small. We have stayed at the Intercontinental in other cities before and had such high expectations for the Chicago location, especially considering we were celebrating such a happy, once-in-a-lifetime occasion. The service and amenities just didn't match up.
",real,0,intercontinental,human_real,,train
"We were disappointed with this hotel. The staff seems hurried and unhelpful. Our room was not made up until after 5 PM despite several requests. The blower in the hallway blew freezing air, but the staff told us that there was nothing that could be done about it. The lobby is not inviting and there is no where comfortable to sit. The room and bed was comfortable, but the cream and and modern art work are not our style. The room lacked many of the amenities other hotels in this price range offer. Certainly not worth the rate compared to other hotels I have stayed at in Chicago.
",real,0,fairmont,human_real,,train
"Have stayed at this hotel on several occasions and have never failed to be anything but delighted. Great Bar (draught Stella and Guinness) which was being upgraded at the end of March when I was last there, good food, lovely staff, large clean rooms, comfortable beds, spot on location for the Golden Mile, Joey's Pizzas next door are fantastic. Ignore any bad reviews you read about this hotel as the authors must either have been very unlucky or impossible to please. Highly recommended 
",real,0,affinia,human_real,,train
The Hyatt Regency Chicago exceeded my expectations with its sleek and modern decor that seamlessly blends into the city's vibrant atmosphere.,fake,1,hyatt,llama3.2:3b,short_positive_structured_few_shot,train
"The Intercontinental Chicago was not as great an experience as I was expecting it to be. When I first arrived the front desk staff could not find my reservation in the system. They then tried to make me book a higher paying room. I ended up having to ask for the manager, who conveniently was able to locate a room for me with the same rate. I was expecting top notch service and class but apparently those services are reserved for the elite. I was not doted on as I should have been and found that I had long wait times when I placed an order with room service or needed the concierge. For the price I was paying to stay there I would have thought there would have been more of a catered and personal touch to the service.
",fake,1,intercontinental,human_fake,,train
"I never thought I'd be able to stay at a hotel and feel completely at home. I am a mother of two children, one of which has severe asthma and allergies. I have spent more time in hospital emergency rooms than my own living room for the past two and a half years. So when my sister was getting married in Chicago, I was extremely anxious. The front desk associate, Rosa, was wonderful. She told me that they have Allergy friendly rooms. No perfumes, no harsh cleaning chemicals, no dreaded 'industry standard' feather pillows. I booked a room, but was still really worried. I shouldn't have been. Ethan breathed as easily in that beautiful room as he did in our own home. Maybe even a little better. They had an air purification system for our room. It smelled so fresh! While my husband took our daughter to the Big Bar for Nachos (she never stopped talking about how 'totally cool' it was), I ordered room service for my son. The man who answered the phone was so patient and accommodating. My son has a lot of food allergies, so I was pretty much ordering off menu with specific details. That's always a little humbling, but the staff treated my order with the grace as though they did special orders all the time. I was actually able to enjoy my sister's wedding. The only problem with my stay is that it was too short. We're coming back for our first family vacation since Ethan was born. Thank you, Hyatt Regency Chicago, for making this family's visit possible and positive!!
",fake,1,hyatt,human_fake,,train
"This hotel is very busy and is operating way beyond their means. Incompetent service. Hotel ran out of hot water by 9am saturday. Elevators were very slow, waited 10 minutes on any given event. Red line trains ran every 10 minutes beneath city streets and you can hear the thunder in your room from them but it shouldnt keep you awake at night. Used my stay toward NW airlines bonus points. Bar was ok. One cup coffee service was awful. No free wireless and no free cable channels. Fridge was 25 bucks a day to use. With http://hotels.com res got it for 65 bucks with tax so what can you expect.?.... Location was superb and cab service was convenient but not enough to outweigh the negatives.
",real,0,hyatt,human_real,,train
"I love the free breakfast and dinners on weeknights. The hotel is clean and nice rooms The pool needs some updating(but kids don't care) My friend and I took our granddaughters for a grandma grandaughter outing and this hotel was perfect 
",real,0,homewood,human_real,,train
Honestly disappointed with our stay at this Sofitel; the room smelled musty despite claiming to be recently cleaned and the bed was incredibly uncomfortable after just one night of sleepless tossing around until morning came too soon while noise from construction outside made it impossible to ever relax or feel any sense of luxury we were expecting based on such a high price tag.,fake,1,sofitel,qwen3.5:9b,short_negative_unstructured_zero_shot,train
"We stayed in the IC chicago for 6 nights from 26th Dec after reading the reviews on Trip Advisor. We werent disappointed. We had 2 rooms opposite each other in the Historic tower. The rooms were spacious and very clean with good views towards the river and tribune building. We got a good rate on the rooms but did not have breakfast in the hotel as it was very expensive as was the Wifi at $17 per day. As the hotel is on the Magnificent mile there are plenty of place to eat including for breakfast. The starbucks in the lobby was a hit with the kids - very handy. I would definitely recommend the hotel. 
",real,0,intercontinental,human_real,,train
"I'm sitting in the hotel as I right this review and am not impressed with the room. The hotel is not modern in the least - it feels like you're staying in your grandmother's attic. Wallpaper is peeling off the wall, not well lit, very few outlets in the room -- especially convenient ones (none next to the bed or built into lamps), terrible views and loud construction noises woke me up at 7am. Even the location is off the beaten path - closest L stop is on the Red Line -- so not accessible via the loop stops on the blue line from the airport without transferring. Health club is not on site either. There are hundreds of other hotels I would stay in over this one.
",real,0,talbott,human_real,,train
"I was looking for an unique, hip experience in a hotel that offered the convenient location of downtown Chicago. My choice for hotel was obvious: Hard Rock Hotel Chicago. If you are wondering whether Hard Rock Hotels are schmaltzy or cliche, they are not. Hard Rock Hotel Chicago is modern, trendy and hip. It had an air that this was where musicians came to rock among the 40 stories, and there are details that you won't find elsewhere. For example, one interesting perk is some free iTunes downloads (I got ten) for guests. It's a fun place, hosting events such as Jack Daniel's 160th birthday.
",fake,1,hardrock,human_fake,,train
"I was thoroughly underwhelmed by my stay at the InterContinental - despite its prime location, the dated rooms and creaky elevator couldn't compensate for the subpar bathroom experience, which felt more like a cramped cave than a luxurious oasis.",fake,1,intercontinental,llama3.2:3b,short_negative_structured_zero_shot,train
"This is my second time here in two months; both stays were great. The rooms are very nice and very clean. The staff is terrific and always attentive. My only concern would be there never seems to be anyone at the concierge desk. 
",real,0,conrad,human_real,,train
"Elegant and modernized hotel with great staff. Location is wonderful. The health club located in the hotel had everything needed to get my complete workout. I will be staying there again due to the wonderful experience and decent prices.
",fake,1,swissotel,human_fake,,train
"Upon arriving to the Hard Rock Hotel in Chicago, I was immediately impressed. The staff was friendly and checked us in quickly, which is important to me after a long trip. Our room was immaculate and decorated in a clean modern style. The bed was very comfortable, including the linens which felt high quality, unlike what you get at some other hotels. All this made for a great night sleep. Perhaps the most impressive part of our stay at the Hard Rock Hotel was their 'Party like a Rottweiler' package we added to our reservation. For an additional fee we were able to bring our pet and were provided with treats, toys and best of all the pet cam! We left our dog in the room with a pet cam and were able to watch him throughout the day on my iPhone! All in all this was a great place to stay and I'd highly recommend it to anyone who wants to travel with their pet.
",fake,1,hardrock,human_fake,,train
"We stayed at the Hard Rock on January 27th, 2009 for $125/night. It is located on Michigan Ave, just two blocks from the Mag Mile, two blocks from Millenium Park, and five blocks from the Chicago Art Institute. Our hotel room was very nice with views of Michigan Ave and a unusually comfy bed. The hotel even offered free coffee in the lobby every morning and free wifi in the rooms. Parking was $45 for valet and $30 for self parking. The staff was very helpful with all of our request. 
",real,0,hardrock,human_real,,train
"Staying here felt like finding a true sanctuary after weeks of chaotic travel; honestly, everything just clicked immediately upon walking through those grand doors where the air smells faintly of polished wood and lavender rather than stale cleaning chemicals which I've grown too familiar with elsewhere. The concierge team didn't just hand me keys but genuinely remembered my preference for high floors overlooking the garden courtyard so no one bothered me during nap times while still delivering breakfast within minutes when asked at 8am sharp because they anticipated hunger before it arrived anyway. My room featured an incredible workspace setup that somehow looked more inviting than those sterile cubicles back home thanks to proper lighting and a view of old brick buildings instead of highway noise which would have ruined any attempt at focus entirely on my own behalf there alone.",fake,1,intercontinental,qwen3.5:9b,long_positive_unstructured_few_shot,train
"We stayed at this Hotel in February 2010. The room was great we had purchased it at a raffel at work for a fund raiser for United Way. So we probably paid more then we needed but it was for charity. We were woke up at 3:00am in the morning by a group of at least 25 young people that were so loud coming off the elevators and down the hall ways they must of woke everyone up on our floor. Of course one of the rooms they rented was right next to ours. They were so loud shouting profanities and banging on the walls that we thought there was maybe a fight going on. We called the front desk who sent security up immediately. Security tried to get the people that were not registered guests to leave. We called down to the front desk two more times to send security back up again since nothing changed this went on for over an hour until it finally quieted down. Because of this we ended up over sleeping in the morning since we were so exhausted. When we complained about it in the morning managemnet would do nothing for us because as they stated we used a gift certificate. Well we still paid for it!!. They would not give us one thing free for the trouble that we had. We would never stay at this hotel again, obviously they really don't care about their guests.
",real,0,hardrock,human_real,,train
"Hi, I had very bad experience with this hotel, as the rooms had bad smell and very dim light. the bed sheets were not properly cleaned. Also the carpet was dirty though AC was working properly. But i would nor recommend this hotel to my friends as it did not satisfied me. There was a problem with hot and cold water in the bathroom. Please do not go to this hotel, it seems very nice from the pictures and all but in actual its different.
",fake,1,hardrock,human_fake,,train
