text,Binary_label,label,hotel,origin,source_dataset,cell_id_variation,split
"We loved the Talbott. The location was fabulous...very close to the shopping. The hotel is smaller, but the rooms are very nice. They are very spacious and are able to be darkened to sleep well. Also, the beds are some of the most comfortable I have ever slept in. I might also add that our room at queen beds. The staff is all friendly and puts them themselves out for you. The hotel has a cute outdoor eating area on the sidewalk that has flowers, etc. It looks like a scene out of Europe. I would highly recommend the hotel. We were there with our daughters; ages 10 and 13. 
",real,0,talbott,human_real,Hotel_Human_VS_HumanFake_relabelled.csv,,train
"Seriously overpriced The room was clean and comfortable but did not stand out from any other mid priced hotel. The 'amenities' were a smoke screen, nothing was offered that you would not get at a much lesser quality motel but they did not have the basics that you would expect from a Holiday Inn. I would gladly have forgone the scale in the bathroom for a cup of hot coffee that I did not have to get dressed and go down to the lobby to purchase. Being charged $15/day for Internet on top of a $250/night rate was a bit over the top. The bathroom was not well lit which was inconvenient. The shower was a nice size with a fantastic over-sized shower head, unfortunately twice the water pressure was low so the effect was lost. The staff were friendly and helpful, actually the best part of the stay were the staff. All in all I found it overpriced for the quality of the room.
",real,0,fairmont,human_real,Hotel_Human_VS_HumanFake_relabelled.csv,,train
"The breakfast buffet was watery scrambled eggs and stale pastries, nothing worth waking up for. I barely slept--the bed sagged and the AC rattled all night. Worn carpets and faded floral drapes screamed 1980s, and crumbs on the nightstand proved housekeeping skipped us.",fake,1,amalfi,deepseekv4-flash,Hotel_LLM_Reviews_deepseekv4_flash.csv,short_negative_structured_few_shot,train
"The skyline view from my room was absolutely stunning, especially at sunset, and the wifi never dropped once. Being right on Michigan Avenue made exploring effortless--I honestly wish I could have stayed a few more nights instead of my quick weekend.",fake,1,knickerbocker,deepseekv4-flash,Hotel_LLM_Reviews_deepseekv4_flash.csv,short_positive_structured_zero_shot,train
"Disappointing stay at the Conrad: the high price didn't feel justified, the decor looked tired, and while the room was clean, street noise made for a poor night's sleep.",fake,1,conrad,gpt5.6-luna,Hotel_LLM_Reviews_gpt5.6_luna.csv,short_negative_structured_zero_shot,train
"This hotel was not worth it. From the moment we walked into the hotel lobby through check out, the staff were rude and contemptuous. Rooms were only serviceable, and certainly did not live up to the pompous self-descriptions on the website. The bathroom porthole and sliding door were odd and inconvenient. The 'fitness centre' was tiny and poor. We would not come here again.
",real,0,james,human_real,Hotel_Human_VS_HumanFake_relabelled.csv,,train
"I can't recall another time I've had to deal with such rude front desk help. While pleasant initially, as soon as I demonstrated the slightest bit of frustration that I was still waiting to claim my luggage for check-in (I arrived prior to check-in time, so they were holding a few bags), the true quality of this establishment surfaced. Never mind that the luggage wasn't sent up to our room in the afternoon or that i waited in the lobby for 15 minutes at 7:30pm still looking for my luggage or at least a bellhop. While that was a bit annoying, the worst part was witnessing the poor attitude of Donna, the very attractive but aloof front desk employee. Her lack of initiative was only matched by her pettiness, as I noticed she refused to make eye contact with me for the remainder of my stay, including when my family came down to the lobby the following morning. I also booked a rate that included parking, which Donna acknowledged at check-in but at check out billed me separately; I assume after I got on her bad side. Even with my last polite good bye to the front desk, I felt a phony, uppity attitude from Donna, and I really can't convey the extent of how insulting it felt. I can honestly say it was the worst part of my first trip to Chicago. The hotel is well appointed and the lobby was small but cozy. Great location as well. To be fair, most of the staff seemed very friendly, and I am not so obtuse as to not recognize my rating of this hotel is a statistical outlier. But I think most travelers, like me, would trade a few amenities for consistent and reliable service, so as to not have a 'situation' that could single-handedly ruin a travel experience. Unfortunately, that was the case here.
",real,0,talbott,human_real,Hotel_Human_VS_HumanFake_relabelled.csv,,train
"no bell boys there when you need them, sully staff, no smiles at all in this place. had to wait 30 min for my luggage and was never greeted by any of the staff. boy, sure is a lousy fairmont compared to the one in SF. never here again!
",real,0,fairmont,human_real,Hotel_Human_VS_HumanFake_relabelled.csv,,train
"The Hyatt exceeded expectations. The bed was perfect, the staff remembered our name each morning, and the rooftop pool at sunset was serene. We left feeling genuinely refreshed. Already planning our return trip.",fake,1,hyatt,deepseekv4-flash,Hotel_LLM_Reviews_deepseekv4_flash.csv,short_positive_unstructured_zero_shot,train
"I was honestly prepared for downtown noise, but my room on the eighth floor was remarkably peaceful--just the faint hum of the city below. The staff felt genuinely attentive without hovering, especially the front desk agent who remembered I mentioned an early flight and had coffee ready at 6 a.m. The decor surprised me: sleek and crisp, with warm wood accents that still felt current, not like a hotel stuck in 2015. My corner room faced the river, and watching the lights flicker on the skyscrapers at dusk was a quiet thrill. Bathroom was spotless, rainfall shower had real pressure, and the bed was firm enough to sleep like a rock. A few scuffs on the hallway baseboards, but nothing that dampened the experience. I'd absolutely book again next time I'm in town.",fake,1,james,deepseekv4-flash,Hotel_LLM_Reviews_deepseekv4_flash.csv,long_positive_structured_few_shot,train
"I expected much more from the Conrad given the price and reputation. Check-in took nearly half an hour because the room supposedly was not ready, even though we arrived well after the stated check-in time. When we finally got upstairs, the room had a strong musty smell and the bathroom counter still had hair and water marks on it. The view was nice, but the air conditioning rattled all night and made sleep difficult. I called down twice about it and never received a response. Breakfast was also disappointingly slow, with cold coffee and a long wait for eggs despite the dining room being only half full. Staff were polite when available, but the whole stay felt understaffed and poorly managed. Not worth the premium rate.",fake,1,conrad,gpt5.6-terra,Hotel_LLM_Reviews_gpt5.6_terra.csv,long_negative_unstructured_few_shot,train
"The Talbott Hotel itself is a bit worn around the edges. No - not a bit worn - very much so I'm sorry to say. Although the location a block and a half from the best part of Michigan Ave. can't be beat, and the level of service is on par with many Four Seasons, there were quite a few bumps in the road. Number one, the rooms are quite dreary - brown on brown is just so not pleasing. The desk chair was so badly worn that the 'lift' button simply swirled down when you sat in it and no we're not grossly obese. The back of the chair leaned so much it was uncomfortable. My husband had to use 2 couch pillows to use it - one to get him up to desk heighth, one up against his back to scoot him up to the desk. The bathroom was oddly arranged so that the door swung up right next to the sink, so if you were using the far sink and someone needed to enter the bathroom you got hit with the door. The towels were very well worn and thin, although bath sized, which was a plus. The restaurant downstairs is practically another posting - suffice to say, it was horrific. We had some appetizers outside on the nice streetside tables, and they (appetizers) were awful and looked as though a child had tossed them together in the kitchen. A room service sandwich ordered later in our visit was totally wet on the side, served on a large white plate, and was one slice of meat and one slice of plastic American cheese on a grocery store-like roll - very very sad. Even the menu, as limited as it was, looked as though someone's child had written it out. The good news is that Chicago is a fairly well-read restaurant town so there are plenty of other places to go. Unfortunately for us, the 3 days we stayed there was a large convention and jazz festival in town so we paid $325/nt for our disappointments. The good news is that the mini bars' wares were incredibly well-priced - when's the last time you had a $4 beer anywhere in a hotel? (even if it was Bud and Bud lite - lol!~) The front desk and curbside staff could not have been more accommodating. The water out of the shower was hot and plentiful, and the bed comfortable. The A/C was not noisy nor uncomfortable whatsoever, and we had it going the entire time as it was in the 90's our entire stay. Free wi-fi - YES! And it wasn't horribly grindingly slow! No need for the advertised 'upgrade' for faster wi-fi. Talbott - please update your rooms and get a new restaurant concept and you will be ahead of the game. Apparently there are enough folks getting deals on rooms here so they are pleased, but we were sadly not.
",real,0,talbott,human_real,Hotel_Human_VS_HumanFake_relabelled.csv,,train
"I expected a much smoother stay at the Intercontinental, especially given the price and the reputation of the brand. The lobby is impressive, but the room felt tired, with scuffed furniture, a stained carpet near the window, and a bathroom fan that rattled all night. Check-in took nearly half an hour even though there were only two people ahead of me, and the receptionist seemed more interested in answering messages than helping guests. Housekeeping also skipped my room on the second day, so I had to call twice for fresh towels. The location was convenient and the bed was reasonably comfortable, but those positives did not make up for the general lack of attention. It felt more like an expensive, aging business hotel than a memorable luxury stay.",fake,1,intercontinental,gpt5.6-luna,Hotel_LLM_Reviews_gpt5.6_luna.csv,long_negative_unstructured_few_shot,train
"The Wi-Fi dropped every few minutes, making work impossible, and the bathroom had a persistent mildew smell. Breakfast was overpriced instant eggs, though I'll grant the location near the subway was the only saving grace.",fake,1,affinia,deepseekv4-flash,Hotel_LLM_Reviews_deepseekv4_flash.csv,short_negative_structured_few_shot,train
"My weekend at the Sofitel went by far too quickly. From the moment I arrived, the team was warm without being overly formal, and the concierge patiently helped us sort out dinner reservations when our original plan fell through. Our room was quiet, beautifully maintained, and had a wonderful view over the city lights; I found myself lingering by the window with coffee each morning. Breakfast was a highlight, with fresh pastries, fruit, made-to-order eggs, and attentive servers who kept everything moving despite a busy dining room. The bed was exceptionally comfortable, and housekeeping was discreet and thorough. It felt like a proper escape while still being close to everything we wanted to see. I would happily return.",fake,1,sofitel,gpt5.6-terra,Hotel_LLM_Reviews_gpt5.6_terra.csv,long_positive_structured_few_shot,train
"I had a very pleasant stay at the Affinia. The location made getting around easy, with restaurants, shops, and public transportation all close by, yet my room was quiet at night. I appreciated having more space than in a typical city hotel, including a comfortable sitting area and a small kitchen setup that was handy for keeping drinks and snacks. The bed was cozy, and everything was clean when I arrived. What really stood out was the staff: check-in was quick, and everyone I dealt with was friendly without being overbearing. The decor is a little dated in places, but that was a minor issue compared with the overall comfort and convenience. I would happily stay here again, especially for a longer visit.",fake,1,affinia,gpt5.6-luna,Hotel_LLM_Reviews_gpt5.6_luna.csv,long_positive_unstructured_few_shot,train
"Rocked up expecting just a music-themed room, but the vibe was next level--staff hooked us up with late check-out and the pool scene felt like a mini Vegas escape. Cranking tunes in the shower sealed it; definitely booking again for a proper weekend.",fake,1,hardrock,deepseekv4-flash,Hotel_LLM_Reviews_deepseekv4_flash.csv,short_positive_unstructured_few_shot,train
"The room's cleanliness was questionable--stains on the carpet and a dusty bathroom--while the promised city view was mostly a brick wall. Wi-Fi dropped constantly, and street noise seeped in all night, making sleep nearly impossible. Definitely not worth the price.",fake,1,palmer,deepseekv4-flash,Hotel_LLM_Reviews_deepseekv4_flash.csv,short_negative_structured_few_shot,train
"The Sheraton looked tired, check-in took forever, and the room smelled musty. For the price, I expected cleaner bathrooms and staff who seemed more interested in helping.",fake,1,sheraton,gpt5.6-terra,Hotel_LLM_Reviews_gpt5.6_terra.csv,short_negative_unstructured_zero_shot,train
"The Omni's location made exploring effortless, and the staff's warm greetings set a great tone each morning. Though our spotless room made it tempting to linger, the weekend felt far too brief for all there was to enjoy.",fake,1,omni,deepseekv4-flash,Hotel_LLM_Reviews_deepseekv4_flash.csv,short_positive_structured_zero_shot,train
"I spent two nights at Hotel Allegro for a quick Chicago getaway and left wishing I had booked one more. Our room looked out over the surrounding downtown buildings, and at night the lit windows and traffic below made the view surprisingly enjoyable. The decor has personality--bold colors, patterned details, and a slightly theatrical lobby--but it felt fresh and well cared for rather than dated. The room was comfortable, quiet enough for sleeping, and the bed was excellent. Wi-Fi worked reliably for checking maps, streaming a show, and answering a few work emails without any frustrating dropouts. Staff at the front desk were warm and efficient, too. It was a short stay, but a very satisfying one.",fake,1,allegro,gpt5.6-terra,Hotel_LLM_Reviews_gpt5.6_terra.csv,long_positive_structured_few_shot,train
"The James looked promising online, but the stay was a real disappointment. Check-in took nearly 25 minutes even though there was no line, and the receptionist seemed distracted and barely explained anything. Our room was stylish enough, but the carpet had visible stains, the bathroom fan rattled all night, and the air conditioning never cooled the room properly. We also found used glasses left on the desk, which made me question how thoroughly the room had been cleaned. The hallway was noisy until well after midnight, with doors slamming and guests talking loudly. Breakfast was overpriced for lukewarm eggs, dry pastries, and slow service. Staff were polite when approached, but nobody seemed particularly interested in fixing anything. For the price, I expected much better maintenance and attention to detail.",fake,1,james,gpt5.6-luna,Hotel_LLM_Reviews_gpt5.6_luna.csv,long_negative_unstructured_zero_shot,train
"Great hotel in a wonderful location. I stayed in this hotel last weekend for one night before coming home and I loved it. I couldn't recommend it highly enough. Evidently popular and busy, the staff were still helpful. The rooms were lovely and spacious and clean. Bathrooms were clean, bright and spacious also. I'd definitely recommend this hotel too, it's close to the magnificant mile. 
",real,0,hyatt,human_real,Hotel_Human_VS_HumanFake_relabelled.csv,,train
"After some deliberation I booked the Sofitel Water Tower Place for a 3 night stop-over in June. This was my first visit to Chicago and it turned out that we had a really great time. We loved our rooms, which were just the basic type on the lower floors but they were very well appointed. The decor is modern and personally I liked it a lot. The rooms were pleasant and airy and the bed extremely comfortable. The hotel location is just perfect, close to the shops on Michagan Avenue, and the beach at Oak Street. Lovely restaurants close by and nightlife in Rush Street is just steps away. The area although bustling was peaceful and quiet. We could walk to most places and I would not hesitate to stay here again. The hotel staff very helpful, always smiling and ready to help; from the doormen to the helpful lady at Conceriage. I would not hesitate at all to stay at Sofitel Water Tower Place next time I'm in Chicago; in fact I look forward to my next visit. 
",real,0,sofitel,human_real,Hotel_Human_VS_HumanFake_relabelled.csv,,train
"The room was very spacious with very nice, colorful decorating. The beds felt like lying on a cloud, and there were four pillows on each bed, two fiberfill and two down so you could choose which you like better. The bathroom was very nice also. Overall, I was very pleased with the stay. You had to show your room key to get in after ten p.m. I thought that was a good security issue. It has a great location too, close to downtown. I would recommend it. The decorations were very classy. Most hotels have two of the same framed art, boring bedspreads and lumpy pillows. The Hyatt Regency was just the opposite.
",real,0,hyatt,human_real,Hotel_Human_VS_HumanFake_relabelled.csv,,train
"I really wanted to love Hotel Talbott, given the charming facade and prime location, but our stay was a letdown from arrival. The front desk staff were courteous but overwhelmed, leaving us waiting over twenty minutes past check-in time while our room was 'still being prepared.' When we finally got in, the room itself was cramped and tired. The paint was chipped near the windowsill, the carpet had an odd, musty smell, and the air conditioning unit rattled loudly all night, interrupting what little sleep we could get. The advertised 'boutique' feel just translated to outdated decor and worn furniture. Breakfast was a chaotic, overpriced buffet with lukewarm eggs and stale pastries. For the nightly rate, I honestly expected far better. The location is the only reason this gets two stars instead of one, but we left feeling we'd overpaid for a mediocre, noisy experience that didn't live up to the photos.",fake,1,talbott,deepseekv4-flash,Hotel_LLM_Reviews_deepseekv4_flash.csv,long_negative_unstructured_zero_shot,train
"The Knickerbocker was an excellent base for a few days in New York. Being right by Times Square made it incredibly convenient for Broadway shows, the subway, and walking to Bryant Park and Fifth Avenue, yet the hotel itself felt surprisingly removed from the crowds. Our room was quiet at night, with little street noise even on a busy weekend. The decor is polished and fresh, mixing modern touches with a classic luxury feel rather than seeming dated. Wi-Fi worked reliably throughout our stay, including when I needed to join a video call from the room. Staff were warm and efficient, and the rooftop was a memorable bonus. I'd happily stay here again.",fake,1,knickerbocker,gpt5.6-terra,Hotel_LLM_Reviews_gpt5.6_terra.csv,long_positive_structured_zero_shot,train
"Despite the prime location, I regret paying these rates. The bathroom had questionable stains, and street noise seeped through the walls all night, making sleep nearly impossible--definitely not worth the premium.",fake,1,palmer,deepseekv4-flash,Hotel_LLM_Reviews_deepseekv4_flash.csv,short_negative_structured_zero_shot,train
"I booked the Omni expecting the polished, upscale vibe the photos promised, but the reality was a frayed version of that. The front desk staff were painfully indifferent, barely looking up from their screens to hand over the key card, and every request for extra towels or a late checkout was met with a curt 'we'll see.' The wifi was a joke--it dropped constantly in the room, forcing me to camp in the lobby just to send a simple email, which hardly feels acceptable at these rates. Honestly, the price tag felt absurd for what I got. The bathroom was the worst part: a cracked tile near the tub, a showerhead that sprayed sideways, and a lingering musty odor no amount of fan noise could fix. I've had better stays at mid-range chains for half the cost. This was a disappointing, overpriced miss.",fake,1,omni,deepseekv4-flash,Hotel_LLM_Reviews_deepseekv4_flash.csv,long_negative_structured_few_shot,train
"Stayed for a weekend getaway and the Omni exceeded expectations. The pool area was relaxing, and the staff remembered our names each morning. Room was spotless, bed super comfy. We'll definitely be back.",fake,1,omni,deepseekv4-flash,Hotel_LLM_Reviews_deepseekv4_flash.csv,short_positive_unstructured_zero_shot,train
"We wanted a nice place to stay the night after dinner, theater, and my daughter's 21st birthday. This place certainly fit the bill. It was convenient to everything including the SouthShore Railroad station. The staff were all friendly. Their was a small wine reception in the lobby in the evening and Starbucks coffee in the morning. Ryan, the concierge, ordered flowers for my daughter and had a nice bowl of Hershey Kisses waiting for us when we arrived. We were upgraded to a suite and although they forgot to make up the sofa bed, they came promptly to get it set up when we called later. The window seats were beautiful as well and I enjoyed drinking my coffee in the morning and reading a book. 
",real,0,monaco,human_real,Hotel_Human_VS_HumanFake_relabelled.csv,,train
"The buffet was sparse and the scrambled eggs turned cold fast, so paying top dollar felt like a mistake. WiFi dropped constantly in the room, and while the bed was made, dusty corners and a stained carpet made the whole stay feel neglected.",fake,1,talbott,deepseekv4-flash,Hotel_LLM_Reviews_deepseekv4_flash.csv,short_negative_structured_few_shot,train
"I really expected more from the Fairmont, honestly. We paid for a room with a view and got one mostly facing another building, plus the air conditioning rattled so loudly the first night that I barely slept. Called the front desk twice and someone said they'd send engineering up, but nobody ever showed. The room itself felt tired, worn carpet edges, a bathroom door that wouldn't close properly, and housekeeping skipped our room entirely one day. I will say the lobby is beautiful and the doormen were lovely, but the actual guest experience didn't match the price tag at all. Breakfast in the restaurant ran us nearly $90 for two people and the eggs were cold. For what this hotel charges, the attention to detail just isn't there. Not sure we'd come back.",fake,1,fairmont,glm-5.3-flash,Hotel_LLM_Reviews_glm-5.3-flash.csv,long_negative_unstructured_few_shot,train
"Swissotel was a really comfortable stay, with a spotless room, helpful staff, and a great city view. The location made getting around easy, and breakfast was better than expected.",fake,1,swissotel,gpt5.6-luna,Hotel_LLM_Reviews_gpt5.6_luna.csv,short_positive_unstructured_zero_shot,train
"I had a very enjoyable stay at The Knickerbocker. The location is exceptionally convenient, right by Times Square and close to subway lines, Broadway theaters, and plenty of restaurants, yet the hotel itself felt more polished and relaxed than the busy streets outside. My room was stylish and fresh, with modern furnishings, comfortable bedding, and thoughtful lighting; nothing felt dated or worn. Wi-Fi worked reliably throughout my stay, including for video calls and streaming. Despite being in such a lively part of Manhattan, the room was surprisingly quiet at night, with only occasional city noise. The staff were welcoming and efficient, and check-in was quick. The rooftop bar was an added highlight, offering memorable views. It is not the least expensive option, but the comfort and location made it feel worthwhile.",fake,1,knickerbocker,gpt5.6-luna,Hotel_LLM_Reviews_gpt5.6_luna.csv,long_positive_structured_zero_shot,train
"Wish I could have stayed longer than two nights; the city panorama from the 18th floor was postcard-perfect. Fast, reliable Wi-Fi kept me connected, and despite central location, my room was impressively silent--a truly restorative sleep.",fake,1,swissotel,deepseekv4-flash,Hotel_LLM_Reviews_deepseekv4_flash.csv,short_positive_structured_zero_shot,train
"The Hyatt exceeded my expectations--the bed was impossibly comfortable and the staff remembered my name by day two. Breakfast had great variety, and the location made exploring effortless. I'd happily book again.",fake,1,hyatt,deepseekv4-flash,Hotel_LLM_Reviews_deepseekv4_flash.csv,short_positive_unstructured_few_shot,train
"This hotel does not live up to the reviews. The room was larger than I expected. However, the decor was a bit dated. The bedding was ripped, carpet was stained, and the shower door was broken. There was a long wait to the elevators, and if you're on floors 2-6 you need to take a second elevator to get to the roof bar and gym. The main issue I had was the attitude I received from the staff. There was literally only ONE nice person at the front desk. There are no ice machines in this building, so you have to request it from the front desk. One day I requested it by going down to the desk and asking in person. 20 minutes later I made a follow up call because I did not receive my ice. I was nastily told that ice takes 10 minutes and I should just wait. I finally got the ice 10 minutes later. Two days later I requested ice again. Waited 30 minutes and just gave up. While I was leaving, I mentioned this to the woman at the front desk and she just said 'I didn't get a call for ice.' Well I obviously wasn't making it up, lady! I called and spoke with someone. She didn't even apologize or offer me anything. Overall, I would not recommend this hotel. There are so many hotels in the Chicago area. Choose a different one.
",real,0,affinia,human_real,Hotel_Human_VS_HumanFake_relabelled.csv,,train
"After a long travel day, I was frankly dreading a mediocre hotel bed. Instead, I slept like a rock--the mattress was firm but yielding, and the blackout curtains made the room a perfect cave. The cleanliness was impeccable, from the streak-free mirrors to the crisp, fresh-smelling linens. The staff felt genuinely attentive without hovering; the front desk remembered my name and the valet had great local tips. My corner room's view was the real reward, though: a sweeping, glittering panorama of the city skyline at dusk that made me pull up a chair and just sit there. Minor quibble: the shower pressure was slightly weak, but that's a small price for such a peaceful, well-run stay. I'd happily return.",fake,1,knickerbocker,deepseekv4-flash,Hotel_LLM_Reviews_deepseekv4_flash.csv,long_positive_structured_zero_shot,train
"Disappointing stay. AC rattled all night, and the bathroom had a lingering musty smell. Staff were polite but shrugged off the noise complaint. Not worth the boutique price.",fake,1,talbott,deepseekv4-flash,Hotel_LLM_Reviews_deepseekv4_flash.csv,short_negative_unstructured_zero_shot,train
"I had a very pleasant stay at the Fairmont and would happily return. My room was comfortable and thoughtfully laid out, with a large window overlooking the city skyline and a glimpse of the river. The view was especially lovely in the evening when the lights came on. Breakfast offered plenty of choice, including fresh fruit, pastries, eggs made to order, and good coffee, though the restaurant became busy later in the morning. The location was extremely convenient, with restaurants, shops, and public transportation all within an easy walk, while the hotel itself remained quiet and welcoming. The bed was excellent, and I slept soundly every night. Service was professional and friendly throughout, making the whole experience feel smooth and relaxing.",fake,1,fairmont,gpt5.6-luna,Hotel_LLM_Reviews_gpt5.6_luna.csv,long_positive_structured_zero_shot,train
"After reading the reviews & getting an excellent rate through travelzoo, I decided to give this hotel a try. I must say it was a great choice! The location is perfect, just off from N Michigan Ave, walking distance from everything. The staff was very helpful and friendly, and the room was excellent. They gave us a corner room w/a great view. As many have posted, the bed & pillows were very comfortable (I am very picky about that). I slept well every night! The renovation is almost done & did not bother us one bit. I highly recommend this hotel. 
",real,0,affinia,human_real,Hotel_Human_VS_HumanFake_relabelled.csv,,train
"The Conrad exceeded my expectations from start to finish. I booked a standard king, and the room was genuinely spacious with a gorgeous view of the river--the floor-to-ceiling windows made the whole space feel even bigger. The bed was incredibly comfortable, and the blackout curtains actually worked, which I can't always say. The staff at the front desk were warm and efficient, and they proactively arranged a late checkout without me even asking. The bathroom had a rain shower and lovely Aesop toiletries, which was a nice touch. We had drinks at the lobby bar one evening, and the cocktails were well made, though pricier than I'd normally go for. The fitness center was compact but had everything I needed. Location-wise, it's a short walk to the riverwalk and plenty of restaurants. I'd happily return.",fake,1,conrad,deepseekv4-flash,Hotel_LLM_Reviews_deepseekv4_flash.csv,long_positive_unstructured_few_shot,train
"Our stay at Hotel Ambassador was disappointing overall. The room faced a busy road, and the constant traffic, late-night conversations in the hallway, and doors slamming made it difficult to sleep, even with the windows closed. The bed was comfortable enough, but the room felt dated and needed better cleaning around the bathroom fixtures. Staff were polite when approached, though check-in was slow and no one seemed particularly interested in solving our concerns. We stayed two nights, which felt longer than necessary because the hotel offered little atmosphere or comfort beyond the basic essentials. Considering the price, I expected a quieter room, more attentive service, and better-maintained facilities. It was not a terrible experience, but it certainly did not feel worth what we paid.",fake,1,ambassador,gpt5.6-luna,Hotel_LLM_Reviews_gpt5.6_luna.csv,long_negative_structured_zero_shot,train
"I wasn't expecting much beyond a place to crash, but the Ambassador genuinely surprised me. The lobby has this warm, classic feel without being stuffy, and the front desk clerk actually remembered my name the next morning, which was a nice touch. My room was incredibly quiet--I slept like a log even though I was facing the main street. The bed was firm but comfortable, and the blackout curtains did their job perfectly. Breakfast was included and it wasn't the usual sad continental spread; they had made-to-order omelets and really good coffee. The only minor hiccup was the elevator being slow during the morning rush, but honestly, it gave me time to check my emails. For the price, especially in this neighborhood, I felt like I got way more than I paid for. I'd definitely book here again for a weekend getaway.",fake,1,ambassador,deepseekv4-flash,Hotel_LLM_Reviews_deepseekv4_flash.csv,long_positive_unstructured_few_shot,train
"Great, awesome service. Seriously, the people are amazing. That, and the nice bartender who serves after last call (at least, that's what I was told - I of course don't drink) save this place from one star. But seriously blah, small, non-luxury rooms with beds that are just really uncomfortable - and for a card rate of $725/night, even in a major city, the rooms better be awesome. I've had waaaay better rooms in NYC for $350/night. (Good thing I had a corporate rate.) And my room was not especially big, despite what the below reviews say. But here's the main problem. Even on the 10th floor, the guy blowing the whistle to summon cabs downstairs woke me up at 6, and 6:15, and 6:30, and 6:45, and 6:50, and 6:55, and...and, well, I finally got up and said screw it, let's greet the day. Maybe everyone else was already up, but somehow I doubt it. Am now safely ensconced in the Four Seasons.
",real,0,conrad,human_real,Hotel_Human_VS_HumanFake_relabelled.csv,,train
"I'd heard the Intercontinental name carries weight, so I expected more than what I got. The room faced the inner courtyard, which was eerily quiet at night--until 6 a.m., when housekeeping carts rumbled down the corridor like a freight train. I slept in fits, never reaching that deep rest you hope for when traveling. The WiFi was a joke: patched into the lobby network, it dropped every time I turned my phone, and the in-room 'high-speed' option required a login that expired hourly. For the price, I felt cheated. The stay felt agonizingly long, not because I wanted to leave, but because each minute dragged with broken promises--stained carpet, lukewarm shower water, and a mini-bar that was mostly empty. Two nights stretched into an eternity. I'd rather have slept in the airport lounge.",fake,1,intercontinental,deepseekv4-flash,Hotel_LLM_Reviews_deepseekv4_flash.csv,long_negative_structured_zero_shot,train
"Really enjoyed my stay at Hotel Palmer--the room was comfortable, staff genuinely friendly, and the location made it easy to explore everything nearby. I'd happily book here again.",fake,1,palmer,gpt5.6-luna,Hotel_LLM_Reviews_gpt5.6_luna.csv,short_positive_unstructured_zero_shot,train
"We stayed at the Fairmont for three nights to celebrate our anniversary, and honestly it exceeded what we were hoping for. Check-in was smooth despite us arriving early, and they upgraded our room without us even asking, which was a lovely surprise. The room itself was spacious with a huge marble bathroom and a view of the city lights that we couldn't stop staring at. Housekeeping was attentive but never intrusive. We had breakfast downstairs twice, and the salmon eggs benedict was genuinely one of the best meals I've had in a while, though be warned it fills up fast after 9am. The concierge arranged dinner reservations for us and even remembered our anniversary when we returned that evening. Only tiny gripe was slow elevator waits during peak hours, but that's nitpicking. Would absolutely return.",fake,1,fairmont,glm-5.3-flash,Hotel_LLM_Reviews_glm-5.3-flash.csv,long_positive_unstructured_zero_shot,train
"went to chicago for a week in may, decided to be good to ourselves and stay in the hilton, we were not disapointed. perhaps it was becuse there were quite a few conventions going on and a lot of people were only staying 1 or 2 nights but we got upgraged to exceutive level. we had 2 double beds with a bathroom each. they beds and pillows were too die for, so so comfy ant the end of a day when we seemed to have walked for miles. all the staff were very helpful. a lot of guests seemed to ignore the staff especially the chamber maids who they seemed to think they were in their way so perhaps that why some people felt these people were rude or unhelpful. about 2 blocks away on Harrison is a cafe called 'Orange' which you have to make the only place you will have breakfast, the cafe and the staff are suberb. expect a 15 min wait on a sat & sun morning. 
",real,0,hilton,human_real,Hotel_Human_VS_HumanFake_relabelled.csv,,train
"The Good LOCATION Views Decor Room Service Friendly Staff The Bad Shower curtain in replacement room was too short and leaked Bed was just Ok The Ugly Had to pack our bags again and change rooms after loud noises from the elevator kept us up. I am a heavy sleeper but even with my white noise app cranked on the hotel's iPod dock it was still loud enough to keep me up. Also our toilet leaked into a puddle by the shower. The staff did however provide a replacement room although not immediately. Also, they mentioned that they had AREADY been aware of the noise problem with that room from past customers.
",real,0,hardrock,human_real,Hotel_Human_VS_HumanFake_relabelled.csv,,train
"The Palmer's location is the strongest part of the stay: it's convenient to downtown attractions, restaurants, and public transportation, so I could walk almost everywhere. Unfortunately, the room itself was a letdown. The carpet looked tired, there were noticeable smudges around the desk and nightstand, and the air conditioner rattled through the night. The bathroom was especially disappointing for a hotel at this level; the fixtures felt dated, the water pressure was weak, and the grout around the tub could use a serious cleaning. Staff members were polite, but service felt slow when I called about the noise and requested extra towels. With the high nightly rate plus additional fees, the Palmer did not feel worth the price. The convenient address helped, but I expected much better upkeep and comfort.",fake,1,palmer,gpt5.6-luna,Hotel_LLM_Reviews_gpt5.6_luna.csv,long_negative_structured_few_shot,train
